10000 7200
10 47 42
22 27 16
22 27 25
2 51 26
1 22 10
1 19 53
13 14 22
19 13 42
5 47 59
22 34 30
15 28 21
17 33 9
1 20 30
18 7 18
0 58 59
3 31 50
8 5 13
14 27 24
20 17 42
22 38 53
2 0 9
13 54 26
4 15 28
4 50 55
14 26 41
12 54 11
22 56 25
16 44 24
4 44 19
0 8 5
19 29 46
19 55 19
3 23 12
0 56 23
22 51 8
20 10 19
5 46 16
13 55 38
7 47 22
15 33 49
9 32 12
22 23 43
23 6 10
12 51 31
13 57 58
1 32 20
11 53 34
4 31 11
17 9 27
11 41 20
11 15 36
4 32 59
2 50 58
12 26 23
22 14 28
3 39 6
14 30 0
10 58 17
22 12 52
6 1 6
11 55 39
10 38 45
22 18 22
22 56 40
2 49 56
4 37 1
8 1 8
8 31 46
23 27 46
23 52 47
2 53 39
22 5 14
1 30 31
3 13 21
1 1 13
10 49 15
4 56 5
12 29 12
5 22 18
13 45 31
10 47 48
18 12 53
3 13 0
18 25 39
7 21 26
20 15 26
0 8 26
8 23 46
1 38 13
0 33 1
16 24 53
0 58 31
20 44 19
20 2 26
5 35 27
0 18 16
2 21 59
3 19 8
23 46 56
6 35 4
1 23 12
1 57 46
14 37 39
4 20 48
15 55 54
13 12 27
15 54 40
10 59 0
11 31 58
19 0 42
13 32 52
21 27 2
6 19 30
18 1 4
21 5 49
20 10 34
9 26 4
19 10 2
4 57 57
14 56 33
12 44 42
16 57 39
4 6 29
16 27 0
22 41 15
15 22 5
8 20 10
19 1 58
18 25 55
10 21 25
0 7 44
21 34 36
10 36 27
9 26 21
5 48 38
10 12 4
16 50 22
9 55 54
10 24 43
5 59 3
19 8 9
3 9 39
13 41 48
10 55 52
1 5 16
5 3 46
19 49 10
2 14 27
14 55 23
0 55 27
2 21 29
18 23 34
8 21 1
7 44 44
23 4 6
7 30 5
8 8 15
13 56 8
13 56 21
1 15 52
3 55 54
11 13 10
14 19 33
17 31 57
7 58 13
18 10 26
17 4 57
15 45 44
20 58 56
14 48 34
20 51 1
0 30 17
7 22 32
6 50 5
20 27 36
22 38 25
18 27 28
13 48 57
11 32 39
16 24 12
12 32 10
21 24 59
9 21 10
17 18 26
9 39 9
12 30 55
20 45 26
14 43 11
10 20 30
17 46 24
11 46 52
5 9 33
4 48 18
17 57 26
0 43 57
15 12 41
0 49 14
10 7 13
5 10 42
21 34 31
15 2 40
13 27 5
15 9 6
4 9 55
11 34 52
8 30 7
2 54 8
6 26 58
12 8 3
15 54 9
23 30 3
19 17 29
14 33 6
16 57 1
2 41 20
12 20 54
4 17 39
18 10 53
4 19 35
7 39 25
22 2 46
15 51 23
14 17 17
4 6 52
13 5 9
7 44 52
19 39 47
18 15 9
21 20 54
5 13 21
14 53 1
17 11 1
22 56 37
19 39 21
4 17 36
12 16 23
14 45 35
5 28 11
22 9 50
23 12 15
17 21 49
20 44 40
11 19 12
20 37 21
7 25 50
22 51 13
6 30 1
3 26 42
15 6 1
13 12 23
15 12 45
2 28 22
2 50 29
4 25 7
13 29 32
2 23 10
13 32 41
13 25 46
14 18 39
21 12 57
4 10 50
10 34 33
10 40 8
4 13 10
6 39 56
19 57 25
15 11 33
23 25 0
17 10 13
4 34 42
3 58 50
9 7 47
8 53 26
22 41 59
7 21 58
10 55 42
17 14 16
16 29 26
0 58 31
18 17 4
4 51 22
20 50 48
13 37 19
7 7 21
3 41 9
7 39 46
14 3 4
9 4 1
1 49 50
1 35 10
11 49 5
16 26 6
13 3 39
6 13 51
16 58 22
15 9 18
17 4 59
22 30 56
6 58 35
19 23 44
14 10 31
2 40 47
12 31 33
13 2 9
6 44 11
4 33 36
2 59 27
14 15 35
14 9 33
13 0 49
1 18 34
13 19 31
20 12 45
22 15 37
3 41 42
15 41 30
13 46 27
18 36 6
2 3 11
3 31 45
0 41 1
7 33 44
11 8 11
2 48 9
6 5 55
6 12 26
17 29 5
16 39 2
3 43 47
12 25 43
16 2 5
14 33 32
14 34 31
15 4 17
14 40 29
4 56 27
14 27 17
6 30 47
13 39 24
12 29 54
3 28 15
3 16 1
16 39 26
15 34 23
16 48 9
4 1 9
10 42 28
6 2 8
14 34 32
3 10 23
4 36 19
0 27 28
23 1 32
19 28 23
0 50 10
0 29 50
5 11 58
6 17 55
20 36 44
20 19 21
12 46 0
6 37 5
12 55 23
15 46 10
6 34 47
12 9 52
3 24 53
3 22 31
16 12 13
3 58 55
8 58 12
15 42 38
14 53 59
17 0 9
16 0 5
4 29 49
7 9 20
0 43 53
5 20 49
20 46 11
19 15 37
13 25 34
13 33 19
23 39 23
13 13 44
14 21 14
8 4 52
17 32 36
17 11 20
21 15 36
18 9 18
4 22 5
4 23 28
20 55 16
6 10 31
16 40 48
18 35 17
14 6 16
2 7 28
10 51 12
3 50 7
2 52 46
19 17 20
0 36 29
1 29 43
23 17 40
6 5 47
17 57 57
12 17 27
12 15 41
23 49 26
15 7 53
14 6 9
13 16 12
4 19 2
19 46 9
1 46 11
7 38 33
15 58 27
7 32 19
14 51 32
2 8 28
0 2 56
22 36 27
4 50 50
23 16 21
5 15 47
8 4 10
6 24 6
12 30 34
3 38 43
0 17 53
4 10 6
22 28 16
17 27 41
13 48 59
19 35 0
15 18 7
22 18 58
20 21 28
22 8 20
10 24 24
5 40 24
23 46 53
11 8 7
11 16 16
0 23 27
7 39 46
17 19 13
14 21 30
1 24 25
21 38 24
0 32 33
3 0 25
20 23 7
15 33 45
6 59 59
9 36 5
7 5 2
0 41 26
20 39 12
3 28 52
3 5 17
12 37 37
19 46 14
1 12 33
4 43 31
11 24 55
20 59 50
6 59 6
6 44 47
11 17 8
7 2 49
22 22 29
22 5 48
21 47 51
20 33 33
14 33 53
22 41 50
20 53 28
12 45 56
15 24 32
3 25 13
21 28 49
19 18 12
7 17 56
14 28 45
18 30 36
12 14 33
1 57 35
10 33 51
21 43 23
19 48 36
8 11 46
10 19 44
3 0 43
6 35 27
14 38 50
2 44 36
19 58 30
12 41 16
19 59 7
20 20 7
21 10 46
3 22 24
4 50 7
17 26 29
13 57 30
15 8 3
20 36 53
18 58 11
8 43 14
21 53 55
7 46 11
14 5 22
5 32 46
9 24 4
12 56 46
3 53 59
6 5 4
7 8 56
1 56 14
21 15 11
15 19 47
5 29 34
22 20 44
2 0 55
2 32 18
15 50 25
5 59 22
19 8 20
20 47 11
2 0 49
19 45 23
7 30 26
1 22 29
17 34 20
9 28 43
12 9 49
17 21 33
7 3 33
16 53 41
19 50 45
19 53 2
22 4 22
15 42 22
8 14 49
4 45 41
7 21 27
2 26 53
19 6 30
11 39 33
13 48 52
14 26 34
20 53 59
6 16 34
20 51 0
17 46 17
13 15 39
12 24 6
3 17 58
7 53 18
3 2 27
8 51 12
7 48 29
21 28 16
9 22 25
1 4 24
10 54 26
18 6 23
12 55 25
9 6 47
1 15 28
15 10 40
13 36 35
20 0 7
13 14 29
11 35 56
21 45 21
17 48 49
8 34 27
20 24 21
1 25 52
23 48 42
1 1 24
20 17 34
10 13 21
20 17 2
3 11 12
3 42 13
16 29 10
7 57 6
3 59 50
11 39 26
18 50 45
17 28 35
11 29 54
22 26 39
19 9 20
23 12 23
21 34 6
20 52 59
10 6 49
10 21 6
7 13 30
17 6 54
11 2 42
17 53 44
5 9 11
9 43 30
13 50 30
3 8 19
15 21 45
2 50 13
19 27 55
5 50 35
1 7 1
21 28 50
20 57 34
6 9 0
0 0 48
9 57 53
4 57 15
21 29 0
8 9 20
6 11 26
12 18 50
8 23 8
22 10 42
14 15 11
1 47 15
13 17 47
15 8 52
2 35 30
2 18 37
4 58 14
10 46 6
3 26 37
12 23 54
11 59 28
2 27 14
22 49 22
5 10 48
21 14 44
22 8 28
7 0 17
3 7 23
3 39 39
21 33 11
6 59 48
3 23 55
3 6 53
11 32 13
21 47 25
16 20 51
4 13 1
14 36 8
20 40 13
4 51 52
8 41 57
7 36 42
2 53 35
12 46 3
19 9 26
13 20 32
11 36 34
16 4 43
3 23 0
20 43 6
0 6 32
12 57 49
12 28 17
0 28 13
0 36 15
20 40 36
4 5 0
10 58 12
5 34 37
5 35 34
5 48 54
3 50 38
15 19 20
1 13 2
1 28 13
13 15 49
2 27 30
23 35 34
9 31 14
3 14 48
12 8 36
8 54 6
6 21 4
13 1 13
21 46 51
20 27 22
21 22 47
16 47 46
17 0 7
0 5 13
11 2 52
5 29 8
20 12 22
8 29 34
19 26 59
22 20 50
7 25 4
13 49 10
17 20 7
16 54 58
1 41 37
20 32 2
3 44 54
19 4 3
19 46 42
20 59 13
21 23 50
8 4 54
14 41 7
23 21 22
23 51 39
10 5 10
14 35 43
9 50 29
10 15 3
18 26 25
11 9 53
11 8 29
10 37 45
19 59 26
1 40 19
20 31 25
11 38 41
6 22 37
11 59 3
4 41 33
20 34 44
4 4 54
23 49 49
20 43 38
10 57 46
8 25 17
18 6 24
10 35 37
15 32 19
12 16 34
18 12 31
4 47 22
10 15 29
3 12 5
1 51 39
9 3 20
3 3 55
12 50 1
2 12 15
6 54 14
18 36 28
14 20 1
7 33 44
21 2 29
20 52 23
12 1 9
14 11 4
1 8 47
10 36 15
1 55 24
23 47 39
21 41 31
5 59 22
2 31 12
13 55 2
1 46 13
22 15 30
11 25 54
1 26 23
3 57 46
16 6 47
18 38 26
8 54 32
15 31 42
20 56 46
7 1 15
11 23 49
16 34 2
8 55 57
7 17 54
12 14 38
5 3 35
11 3 9
18 14 31
2 54 47
14 14 8
4 15 12
8 46 23
9 9 34
10 3 40
7 20 11
0 28 44
16 9 4
11 36 11
0 52 56
9 50 51
18 31 41
18 43 42
10 30 3
7 42 57
5 30 10
9 44 28
23 59 27
5 7 24
13 40 42
8 51 33
11 47 7
3 36 34
7 49 11
13 44 18
16 18 6
21 37 5
8 40 50
0 1 58
15 15 28
8 13 53
4 23 23
23 52 5
9 37 56
13 48 14
10 15 28
19 26 35
16 7 17
7 39 56
1 25 44
18 33 23
14 43 20
4 19 0
21 57 38
20 38 58
3 38 38
14 20 34
16 44 47
8 51 8
5 33 34
6 34 28
16 29 37
6 43 44
21 15 19
16 23 54
5 42 54
11 55 29
14 44 41
2 28 9
14 27 14
9 27 51
15 36 34
7 28 49
8 11 39
9 24 23
9 41 57
6 29 13
6 1 57
12 16 26
6 47 20
20 12 23
5 46 48
18 56 49
1 16 36
10 1 24
22 58 46
12 12 25
21 12 53
17 14 6
10 7 40
11 40 11
17 12 18
17 28 57
5 5 52
1 55 23
8 13 32
22 59 11
23 23 13
23 9 36
16 32 51
10 5 31
0 29 58
11 25 35
16 10 33
1 17 24
5 33 24
16 40 9
19 8 49
13 14 56
23 27 30
18 15 55
3 39 3
13 46 56
9 17 20
15 24 24
1 52 4
14 48 47
11 56 24
12 6 55
7 17 27
4 50 52
1 57 2
13 35 31
1 34 42
22 39 9
5 57 46
22 22 15
11 14 58
18 55 51
22 3 45
14 36 33
5 55 48
13 39 25
21 0 59
21 24 8
6 11 29
0 27 54
16 47 56
9 4 27
21 11 32
12 37 39
2 35 17
15 45 6
14 13 59
5 7 5
11 19 10
13 48 13
17 16 23
21 35 44
6 16 13
18 1 58
18 15 33
19 28 55
14 12 38
17 27 18
2 30 6
5 1 22
4 48 16
5 3 16
21 3 51
8 47 42
16 1 56
7 27 4
15 40 51
23 50 22
1 31 0
5 1 22
7 47 2
10 24 17
5 39 58
22 18 12
16 57 2
16 49 43
22 30 51
15 18 29
13 19 14
7 56 58
16 6 9
8 16 11
9 16 8
14 12 56
13 16 17
23 20 33
18 46 51
19 58 23
15 46 12
8 42 26
20 42 49
1 21 11
16 42 27
2 24 36
19 25 25
16 11 38
9 7 56
0 53 2
22 10 18
0 42 1
10 13 35
15 11 2
19 23 56
4 13 42
0 33 15
9 46 31
7 2 21
11 29 24
23 42 38
13 23 44
14 55 50
17 44 3
4 25 19
11 22 23
2 14 51
5 29 13
9 11 3
21 1 44
15 1 0
18 35 8
1 20 58
2 1 45
20 59 9
18 52 59
19 18 31
20 52 59
19 28 59
9 58 50
9 41 43
6 11 38
21 17 52
16 10 39
17 22 24
15 41 50
2 40 10
7 24 40
7 44 56
8 8 1
7 17 35
16 23 45
16 6 27
17 35 54
8 10 45
20 10 57
7 18 10
0 14 8
12 5 13
2 53 47
16 54 12
7 39 18
6 24 0
4 38 19
10 11 22
14 17 53
14 41 11
1 9 24
16 31 47
9 5 45
0 7 45
2 2 0
8 13 52
18 15 13
22 56 28
20 4 41
12 21 47
8 34 0
14 45 0
8 5 24
16 44 39
14 0 55
5 9 39
5 59 14
0 30 50
21 3 13
4 44 55
5 20 32
11 56 19
1 5 19
19 52 41
15 53 6
12 11 42
21 24 48
6 28 45
6 45 44
23 35 42
13 47 59
3 43 30
16 13 9
14 3 1
13 58 11
15 46 7
0 21 43
23 9 26
18 57 41
21 10 40
3 33 35
7 13 25
0 34 21
23 9 3
10 29 34
18 24 12
3 41 28
14 46 33
10 44 0
18 48 16
23 13 44
23 45 47
17 0 18
22 12 36
21 54 16
11 41 50
0 28 52
1 9 22
0 33 3
7 57 59
8 57 42
10 9 33
4 42 22
1 6 28
23 5 27
7 38 33
7 52 27
17 51 1
12 50 19
15 37 32
2 21 35
22 6 17
0 4 19
7 40 11
23 44 22
8 14 33
13 28 21
1 44 2
9 23 59
19 3 41
9 3 40
2 12 48
22 28 33
7 44 15
23 48 26
2 19 23
11 32 39
2 20 32
14 31 5
0 19 3
18 41 49
6 24 15
18 9 44
5 21 33
15 40 47
18 3 32
14 34 31
14 5 23
10 38 59
20 22 5
15 11 36
22 30 45
2 12 4
10 0 55
13 17 37
11 1 56
0 59 14
18 10 6
5 35 26
0 54 0
5 40 8
15 16 37
21 41 2
23 33 54
21 18 54
19 1 42
2 43 49
0 56 10
18 24 20
17 15 15
14 56 46
16 15 43
4 22 43
19 20 27
12 30 52
14 9 55
12 44 17
10 57 51
20 51 26
7 21 10
19 26 1
23 27 38
11 25 32
19 22 49
17 59 30
12 35 39
5 0 15
13 36 25
3 11 21
22 26 41
10 22 11
23 10 40
22 45 31
15 41 53
15 21 23
9 59 45
19 16 54
1 14 38
20 14 43
11 34 3
14 2 12
21 43 51
22 21 43
17 44 46
8 13 42
13 24 10
7 10 44
22 40 20
5 58 45
4 6 2
13 4 24
23 54 35
21 31 51
7 56 34
23 59 28
1 55 49
9 25 52
1 53 59
9 31 47
0 18 39
9 8 56
10 53 26
15 43 7
17 26 16
7 26 15
5 53 30
16 38 54
6 16 55
19 49 11
5 17 20
1 48 33
7 10 10
17 1 46
5 22 12
17 18 58
22 24 30
21 36 58
4 12 14
11 17 13
16 54 47
4 18 15
20 17 33
0 52 50
22 1 48
9 26 1
3 30 3
16 57 28
13 31 43
22 37 33
9 36 59
16 34 44
21 12 0
17 33 26
12 8 44
8 56 18
5 32 35
4 32 28
15 28 15
4 19 40
6 27 51
20 52 8
12 20 50
19 21 16
2 3 24
3 46 15
11 42 47
23 22 14
17 16 15
22 33 43
6 58 50
22 14 41
7 15 52
16 3 10
22 18 7
15 29 36
19 20 50
18 41 43
8 28 7
11 36 28
9 15 42
1 50 18
10 13 2
6 33 17
14 14 46
10 10 47
20 41 37
16 42 48
4 38 58
17 34 1
11 20 1
19 54 52
14 16 54
15 39 6
6 35 53
18 44 32
3 46 52
23 14 40
9 41 29
4 10 9
10 21 45
10 40 46
16 18 55
10 24 12
4 20 19
5 54 53
8 36 16
12 47 51
9 42 0
17 18 42
19 55 2
16 10 59
14 18 3
11 43 50
6 50 31
22 21 22
2 19 58
11 0 23
23 53 22
21 51 41
7 26 36
14 5 8
22 45 28
20 22 31
23 28 22
20 5 43
0 55 36
18 35 40
11 59 23
17 54 8
19 29 2
18 26 29
22 59 19
13 33 2
12 39 41
18 36 45
1 41 0
7 31 58
13 22 22
10 17 0
22 51 56
6 28 9
7 44 17
17 0 6
19 2 13
4 3 53
15 50 35
20 24 0
10 59 27
10 18 25
2 12 12
2 23 36
18 33 26
17 42 15
12 22 37
0 46 47
16 53 43
2 51 17
19 20 29
17 14 17
23 10 47
1 41 25
11 20 35
20 10 24
